User ID,Name,Email Address,Username,Date of Birth,Location,Membership Start Date,Membership End Date,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Membership Duration (Days),Age,Days Since Membership Start,Gender__Female,Gender__Male,Plan__Annual,Plan__Monthly,Uses_Mobile,Uses_Desktop,Uses_Tablet,Uses_Smart TV,Genre_['Documentary'],Genre_['Horror'],Genre_['Comedy'],Genre_['Action'],Genre_['Drama'],Genre_['Sci-Fi'],Genre_['Romance'],Churned
1029,Eric Hernandez,richarddickson@example.com,richarddickson,1975-02-04,New Robert,2024-04-08,2025-04-08,Visa,Auto-renew,Regular,['Clothing'],['Comedy'],['Smart TV'],Low,3.6,4,365,50,288,False,True,True,False,0,0,0,1,0,0,1,0,0,0,0,0
1030,Valerie Mendoza,nicole85@example.net,nicole85,1935-05-22,West Jessica,2024-02-14,2025-02-13,Mastercard,Manual,Regular,['Books'],['Romance'],['Smart TV'],Low,3.1,0,365,90,342,False,True,True,False,0,0,0,1,0,0,0,0,0,0,1,0
1031,Tammy Chapman,marysmall@example.net,marysmall,1971-11-23,Gomezburgh,2024-03-25,2025-03-25,Mastercard,Auto-renew,Frequent,['Clothing'],['Drama'],['Smartphone'],Low,4.6,4,365,54,302,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
1032,Shawn Simpson,cervantesjames@example.org,cervantesjames,1941-10-17,East Robert,2024-02-26,2025-02-25,Visa,Auto-renew,Regular,['Electronics'],['Romance'],['Smartphone'],High,3.3,8,365,84,330,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
1033,Michael Webb,taylorjose@example.com,taylorjose,1963-06-29,South Nancyborough,2024-01-18,2025-01-17,Amex,Auto-renew,Regular,['Clothing'],['Horror'],['Smartphone'],Medium,4.6,10,365,62,369,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,1
1034,Alexandra Gonzales DVM,htorres@example.org,htorres,2006-04-09,South Kelsey,2024-02-21,2025-02-20,Mastercard,Auto-renew,Frequent,['Clothing'],['Drama'],['Smartphone'],High,4.2,4,365,19,335,True,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0
1035,Christopher Maddox,wandamendoza@example.com,wandamendoza,1945-02-28,Lake Yvonne,2024-04-10,2025-04-10,Amex,Manual,Frequent,['Books'],['Drama'],['Smart TV'],Low,4.2,9,365,80,286,True,False,False,True,0,0,0,1,0,0,0,0,1,0,0,0
1036,Jose Hunt,jonbrooks@example.org,jonbrooks,1992-06-19,Robinsonfurt,2024-03-27,2025-03-27,Mastercard,Auto-renew,Occasional,['Clothing'],['Romance'],['Smartphone'],Low,4.6,2,365,33,300,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
1037,Robert Woods,russellantonio@example.com,russellantonio,1992-05-12,Chapmanfort,2024-02-29,2025-02-28,Visa,Auto-renew,Occasional,['Books'],['Sci-Fi'],['Tablet'],Medium,3.3,9,365,33,327,False,True,True,False,0,0,1,0,0,0,0,0,0,1,0,0
1038,Diana Garcia,austin32@example.com,austin32,1990-04-13,Port Jessica,2024-04-12,2025-04-12,Visa,Manual,Frequent,['Books'],['Documentary'],['Tablet'],Medium,3.5,3,365,35,284,False,True,False,True,0,0,1,0,1,0,0,0,0,0,0,0
1039,Crystal Ewing,stephenweiss@example.org,stephenweiss,2002-09-24,Shawnmouth,2024-03-13,2025-03-13,Mastercard,Manual,Occasional,['Clothing'],['Sci-Fi'],['Tablet'],Medium,4.0,8,365,23,314,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0
1040,Amber Webster,masonmorrison@example.net,masonmorrison,1936-06-21,Gilbertbury,2024-04-04,2025-04-04,Mastercard,Manual,Regular,['Electronics'],['Sci-Fi'],['Smartphone'],High,4.9,2,365,89,292,False,True,True,False,0,0,0,0,0,0,0,0,0,1,0,0
1041,Tyler Hernandez,jenniferroberts@example.net,jenniferroberts,1970-04-13,Michaelmouth,2024-03-11,2025-03-11,Visa,Auto-renew,Frequent,['Books'],['Comedy'],['Smart TV'],Medium,3.7,1,365,55,316,True,False,False,True,0,0,0,1,0,0,1,0,0,0,0,0
1042,Keith Torres,powersmary@example.net,powersmary,1937-01-23,North Michaelborough,2024-02-10,2025-02-09,Visa,Auto-renew,Frequent,['Clothing'],['Comedy'],['Tablet'],High,4.5,3,365,88,346,False,True,False,True,0,0,1,0,0,0,1,0,0,0,0,0
1043,Leslie Phillips,glarsen@example.org,glarsen,1935-02-28,New Andrea,2024-03-04,2025-03-04,Amex,Manual,Frequent,['Electronics'],['Drama'],['Smartphone'],Medium,3.9,4,365,90,323,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
1044,Michelle Thompson,kellyortega@example.net,kellyortega,1939-02-11,New Steven,2024-03-02,2025-03-02,Visa,Manual,Regular,['Electronics'],['Horror'],['Tablet'],Low,3.3,10,365,86,325,False,True,True,False,0,0,1,0,0,1,0,0,0,0,0,0
1045,Connie Brown,summer40@example.net,summer40,1933-11-24,Lopezmouth,2024-03-29,2025-03-29,Visa,Manual,Occasional,['Electronics'],['Horror'],['Smartphone'],Low,4.8,0,365,92,298,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,0
1046,Nathaniel Shepherd,lamblaurie@example.org,lamblaurie,1940-02-04,Brighttown,2024-01-28,2025-01-27,Visa,Manual,Frequent,['Clothing'],['Sci-Fi'],['Tablet'],Medium,3.6,8,365,85,359,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0
1047,Tara Bowman,penny06@example.net,penny06,1939-03-02,East Brittany,2024-02-04,2025-02-03,Mastercard,Manual,Frequent,['Electronics'],['Comedy'],['Smartphone'],Medium,4.2,6,365,86,352,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
1048,Rhonda Foster,ymurphy@example.net,ymurphy,1997-08-22,Davisville,2024-01-14,2025-01-13,Amex,Auto-renew,Regular,['Clothing'],['Action'],['Tablet'],Medium,4.0,9,365,28,373,True,False,True,False,0,0,1,0,0,0,0,1,0,0,0,1
1049,Joseph Park,qwhite@example.com,qwhite,1953-01-11,North Angela,2024-03-19,2025-03-19,Mastercard,Manual,Occasional,['Clothing'],['Sci-Fi'],['Tablet'],High,3.2,4,365,72,308,False,True,False,True,0,0,1,0,0,0,0,0,0,1,0,0
1050,David James,scott74@example.com,scott74,1938-08-03,North Jamiestad,2024-03-17,2025-03-17,Mastercard,Auto-renew,Frequent,['Clothing'],['Action'],['Tablet'],Medium,3.5,3,365,87,310,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0
1051,Cheryl Oneill,nathanielkennedy@example.org,nathanielkennedy,1963-02-11,East Henry,2024-01-11,2025-01-10,Mastercard,Auto-renew,Frequent,['Clothing'],['Documentary'],['Smartphone'],Medium,4.3,6,365,62,376,False,True,False,True,0,0,0,0,1,0,0,0,0,0,0,1
1052,Doris Stevens,tuckerkelsey@example.org,tuckerkelsey,1956-07-12,Shawnaside,2024-03-28,2025-03-28,Visa,Manual,Occasional,['Clothing'],['Romance'],['Smart TV'],Low,3.8,5,365,69,299,False,True,True,False,0,0,0,1,0,0,0,0,0,0,1,0
1053,Meghan Mathews,ruiznathan@example.net,ruiznathan,1946-12-30,Vazqueztown,2024-03-28,2025-03-28,Mastercard,Auto-renew,Occasional,['Electronics'],['Romance'],['Smartphone'],Low,4.6,6,365,79,299,True,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0
1054,Anne Rush,kwaller@example.com,kwaller,1959-10-31,West Michael,2024-01-08,2025-01-07,Visa,Manual,Occasional,['Books'],['Action'],['Smart TV'],Low,3.7,7,365,66,379,False,True,False,True,0,0,0,1,0,0,0,1,0,0,0,1
1055,Loretta Bentley,dbailey@example.net,dbailey,1969-06-24,Mitchellland,2024-01-02,2025-01-01,Mastercard,Manual,Frequent,['Electronics'],['Horror'],['Smartphone'],Medium,3.9,2,365,56,385,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,1
1056,Samantha Miller,ywhitehead@example.com,ywhitehead,1989-03-09,Johnborough,2024-02-17,2025-02-16,Mastercard,Manual,Occasional,['Books'],['Comedy'],['Smartphone'],Medium,4.3,5,365,36,339,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
1057,William George,andrealevy@example.net,andrealevy,1960-10-02,Feliciafort,2024-01-28,2025-01-27,Visa,Manual,Regular,['Clothing'],['Action'],['Tablet'],High,4.7,0,365,65,359,False,True,True,False,0,0,1,0,0,0,0,1,0,0,0,0
1058,Miguel Dean,adam73@example.com,adam73,1941-10-16,East Jesse,2024-02-23,2025-02-22,Amex,Auto-renew,Frequent,['Electronics'],['Sci-Fi'],['Smart TV'],Low,4.1,2,365,84,333,True,False,False,True,0,0,0,1,0,0,0,0,0,1,0,0
1059,Scott Wagner,bridgethill@example.org,bridgethill,1978-08-29,South Kellyhaven,2024-03-05,2025-03-05,Mastercard,Auto-renew,Regular,['Books'],['Horror'],['Smart TV'],Medium,3.0,7,365,47,322,True,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0
1060,Robert Campbell,randalljames@example.org,randalljames,1998-12-27,North Hannahtown,2024-03-30,2025-03-30,Visa,Auto-renew,Regular,['Electronics'],['Comedy'],['Tablet'],Low,3.5,2,365,27,297,True,False,True,False,0,0,1,0,0,0,1,0,0,0,0,0
1061,Jack Williams,brendan37@example.com,brendan37,1948-05-27,East Jackieberg,2024-03-30,2025-03-30,Mastercard,Auto-renew,Occasional,['Electronics'],['Comedy'],['Tablet'],High,3.6,4,365,77,297,False,True,False,True,0,0,1,0,0,0,1,0,0,0,0,0
1062,Melissa Horn,trichardson@example.net,trichardson,1944-03-17,Briannachester,2024-01-23,2025-01-22,Amex,Auto-renew,Frequent,['Electronics'],['Horror'],['Smart TV'],High,3.4,10,365,81,364,False,True,False,True,0,0,0,1,0,1,0,0,0,0,0,0
1063,Paula Smith,kbates@example.org,kbates,1984-01-20,New Charles,2024-01-29,2025-01-28,Mastercard,Manual,Frequent,['Electronics'],['Sci-Fi'],['Tablet'],High,3.8,4,365,41,358,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0
1064,Scott Huynh,umontes@example.com,umontes,1955-06-23,Howeborough,2024-02-05,2025-02-04,Amex,Manual,Occasional,['Clothing'],['Romance'],['Smartphone'],Medium,4.8,0,365,70,351,True,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0
1065,Amber Levy,ubrooks@example.org,ubrooks,1955-06-16,East Christina,2024-01-05,2025-01-04,Mastercard,Auto-renew,Occasional,['Electronics'],['Comedy'],['Tablet'],High,3.1,5,365,70,382,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,1
1066,Lisa Mendez,strongkristen@example.com,strongkristen,1967-10-17,Port Martin,2024-03-23,2025-03-23,Visa,Manual,Frequent,['Books'],['Documentary'],['Tablet'],Low,3.8,1,365,58,304,True,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0
1067,Sean Young,amyfloyd@example.com,amyfloyd,2004-03-20,Markfort,2024-03-29,2025-03-29,Amex,Auto-renew,Frequent,['Clothing'],['Documentary'],['Tablet'],High,4.1,7,365,21,298,False,True,False,True,0,0,1,0,1,0,0,0,0,0,0,0
1068,Malik Soto,rebecca57@example.org,rebecca57,1940-02-02,Wardhaven,2024-02-04,2025-02-03,Amex,Auto-renew,Regular,['Clothing'],['Documentary'],['Smart TV'],Medium,4.5,7,365,85,352,True,False,False,True,0,0,0,1,1,0,0,0,0,0,0,0
1069,Brittany Lang,esmith@example.org,esmith,1969-10-18,Hillhaven,2024-02-14,2025-02-13,Visa,Manual,Frequent,['Clothing'],['Documentary'],['Smartphone'],High,3.5,3,365,56,342,True,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0
1070,Kendra Williams,andreabutler@example.org,andreabutler,1937-02-19,Dawnton,2024-01-02,2025-01-01,Visa,Manual,Occasional,['Books'],['Action'],['Smartphone'],Medium,3.1,0,365,88,385,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,1
1071,John Spencer,megan63@example.org,megan63,1951-07-01,Mercerbury,2024-03-12,2025-03-12,Amex,Auto-renew,Regular,['Clothing'],['Drama'],['Smartphone'],Low,3.7,6,365,74,315,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
1072,Donald Flowers,stacey20@example.com,stacey20,1994-04-22,West Markmouth,2024-02-04,2025-02-03,Amex,Manual,Regular,['Clothing'],['Horror'],['Smart TV'],Low,4.1,4,365,31,352,False,True,False,True,0,0,0,1,0,1,0,0,0,0,0,0
1073,Andre Webb,wbrown@example.com,wbrown,1935-08-20,Patriciafurt,2024-02-09,2025-02-08,Visa,Manual,Frequent,['Books'],['Horror'],['Smart TV'],Medium,3.2,2,365,90,347,True,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0
1074,Courtney Morrison,harriswilliam@example.com,harriswilliam,1948-05-15,Lake Karen,2024-01-28,2025-01-27,Mastercard,Manual,Frequent,['Electronics'],['Drama'],['Tablet'],Low,4.0,7,365,77,359,False,True,True,False,0,0,1,0,0,0,0,0,1,0,0,0
1075,Daniel Baker,hbrowning@example.com,hbrowning,1957-01-05,Lake Marymouth,2024-03-21,2025-03-21,Visa,Auto-renew,Regular,['Electronics'],['Sci-Fi'],['Smartphone'],Medium,3.9,3,365,68,306,False,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0
1076,Kathryn Smith,lindawilliams@example.net,lindawilliams,1941-05-18,Williamsview,2024-01-08,2025-01-07,Visa,Auto-renew,Frequent,['Clothing'],['Drama'],['Smart TV'],Medium,3.9,2,365,84,379,True,False,False,True,0,0,0,1,0,0,0,0,1,0,0,1
1077,Scott Love,newmaneric@example.org,newmaneric,1988-11-23,Jeromefort,2024-02-18,2025-02-17,Mastercard,Auto-renew,Regular,['Books'],['Sci-Fi'],['Tablet'],Low,3.4,3,365,37,338,False,True,False,True,0,0,1,0,0,0,0,0,0,1,0,0
1078,Crystal Johnson,cwallace@example.org,cwallace,2002-02-18,South James,2024-02-25,2025-02-24,Visa,Manual,Regular,['Clothing'],['Comedy'],['Smartphone'],Low,4.4,7,365,23,331,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
1079,Grant Silva,rogerperry@example.com,rogerperry,1979-03-03,Dianaborough,2024-01-03,2025-01-02,Mastercard,Manual,Frequent,['Books'],['Romance'],['Smartphone'],Medium,4.6,4,365,46,384,False,True,True,False,0,0,0,0,0,0,0,0,0,0,1,1
1080,Jennifer Farrell,christina85@example.net,christina85,1984-04-12,Caseville,2024-03-21,2025-03-21,Visa,Auto-renew,Regular,['Electronics'],['Documentary'],['Smart TV'],Medium,3.2,5,365,41,306,False,True,True,False,0,0,0,1,1,0,0,0,0,0,0,0
1081,Jay Miller,darlenemorgan@example.net,darlenemorgan,1986-03-28,East Joe,2024-01-23,2025-01-22,Mastercard,Auto-renew,Frequent,['Books'],['Horror'],['Smartphone'],High,3.9,2,365,39,364,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,0
1082,Sharon Smith,kimberly94@example.org,kimberly94,1941-03-17,Ericastad,2024-03-17,2025-03-17,Mastercard,Auto-renew,Regular,['Clothing'],['Sci-Fi'],['Smartphone'],Low,3.5,5,365,84,310,False,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0
1083,Karla Lopez,michaellarson@example.com,michaellarson,1980-05-05,North Tammy,2024-01-01,2024-12-31,Visa,Manual,Frequent,['Clothing'],['Documentary'],['Smart TV'],Low,3.9,8,365,45,386,False,True,True,False,0,0,0,1,1,0,0,0,0,0,0,1
1084,Ashley Henry,fwallace@example.com,fwallace,1993-03-29,Riverabury,2024-01-30,2025-01-29,Mastercard,Manual,Regular,['Books'],['Documentary'],['Smart TV'],Low,4.0,10,365,32,357,True,False,False,True,0,0,0,1,1,0,0,0,0,0,0,0
1085,James Smith,jose31@example.org,jose31,1974-08-03,South Krystal,2024-03-03,2025-03-03,Visa,Auto-renew,Occasional,['Books'],['Documentary'],['Smartphone'],High,3.2,6,365,51,324,False,True,True,False,0,0,0,0,1,0,0,0,0,0,0,0
1086,Ms. Patricia Williams,rosemelissa@example.com,rosemelissa,1951-10-03,Torresport,2024-02-01,2025-01-31,Mastercard,Auto-renew,Frequent,['Clothing'],['Action'],['Tablet'],Medium,5.0,10,365,74,355,True,False,False,True,0,0,1,0,0,0,0,1,0,0,0,0
1087,Christopher Harding,pmedina@example.com,pmedina,1993-01-19,East Jesseville,2024-02-25,2025-02-24,Visa,Manual,Frequent,['Electronics'],['Horror'],['Smart TV'],Medium,3.5,1,365,32,331,True,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0
1088,Katherine Carter,burnsscott@example.com,burnsscott,1957-04-17,Hernandezmouth,2024-02-29,2025-02-28,Visa,Auto-renew,Frequent,['Books'],['Sci-Fi'],['Smart TV'],High,3.5,7,365,68,327,False,True,False,True,0,0,0,1,0,0,0,0,0,1,0,0
1089,Gabriel Day,johnsontravis@example.org,johnsontravis,2002-11-20,North Isabellaton,2024-02-20,2025-02-19,Mastercard,Auto-renew,Frequent,['Electronics'],['Drama'],['Tablet'],High,5.0,2,365,23,336,False,True,False,True,0,0,1,0,0,0,0,0,1,0,0,0
1090,Steve Smith,deborahrodgers@example.org,deborahrodgers,1979-01-11,Williamshire,2024-03-19,2025-03-19,Amex,Manual,Frequent,['Books'],['Action'],['Smart TV'],Medium,3.0,9,365,46,308,True,False,True,False,0,0,0,1,0,0,0,1,0,0,0,0
1091,Michael Lopez,rortiz@example.org,rortiz,1974-07-13,Johnsonside,2024-02-18,2025-02-17,Mastercard,Auto-renew,Regular,['Books'],['Comedy'],['Smartphone'],Low,4.6,3,365,51,338,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
1092,Rachel Moses,yvaughn@example.org,yvaughn,1991-10-30,Mitchellchester,2024-02-07,2025-02-06,Visa,Auto-renew,Regular,['Books'],['Action'],['Smart TV'],Medium,4.4,10,365,34,349,False,True,False,True,0,0,0,1,0,0,0,1,0,0,0,0
1093,Michael Gardner,gutierreznicholas@example.com,gutierreznicholas,1970-01-02,Cookside,2024-03-03,2025-03-03,Visa,Manual,Occasional,['Clothing'],['Comedy'],['Tablet'],Low,4.0,10,365,55,324,True,False,True,False,0,0,1,0,0,0,1,0,0,0,0,0
1094,John Roy,aaronmiller@example.org,aaronmiller,1948-10-04,Port Stephanie,2024-01-11,2025-01-10,Amex,Manual,Occasional,['Books'],['Comedy'],['Smartphone'],High,4.8,10,365,77,376,False,True,False,True,0,0,0,0,0,0,1,0,0,0,0,1
1095,Michael Ramirez,mramos@example.com,mramos,1991-08-05,South Angela,2024-03-25,2025-03-25,Visa,Manual,Regular,['Electronics'],['Drama'],['Smartphone'],Low,4.9,5,365,34,302,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
1096,Lynn Morris,guerrerosusan@example.org,guerrerosusan,2003-01-11,Davidton,2024-03-17,2025-03-17,Amex,Manual,Occasional,['Clothing'],['Romance'],['Smartphone'],Low,3.3,8,365,22,310,False,True,True,False,0,0,0,0,0,0,0,0,0,0,1,0
1097,Benjamin Garcia,kathyluna@example.net,kathyluna,1952-07-31,Sarafurt,2024-03-01,2025-03-01,Visa,Manual,Occasional,['Electronics'],['Comedy'],['Tablet'],Low,3.6,3,365,73,326,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0
1098,Judy Smith,pclayton@example.net,pclayton,1958-08-01,New Jennifer,2024-01-03,2025-01-02,Amex,Manual,Frequent,['Electronics'],['Documentary'],['Smart TV'],Low,3.8,0,365,67,384,False,True,False,True,0,0,0,1,1,0,0,0,0,0,0,1
1099,Katherine Keith,evanselizabeth@example.com,evanselizabeth,2001-02-14,East Stephanie,2024-03-28,2025-03-28,Amex,Auto-renew,Frequent,['Electronics'],['Drama'],['Smartphone'],High,4.1,1,365,24,299,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
1100,Micheal Mosley,adam03@example.org,adam03,1967-03-29,New Donnahaven,2024-03-25,2025-03-25,Mastercard,Manual,Frequent,['Clothing'],['Action'],['Smartphone'],Medium,4.7,6,365,58,302,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0
1101,Daniel Anderson,shieldsmichelle@example.com,shieldsmichelle,2000-07-04,Sanfordberg,2024-04-13,2025-04-13,Mastercard,Auto-renew,Frequent,['Books'],['Comedy'],['Tablet'],High,3.5,0,365,25,283,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0
1102,Kelli Johnson,evanchan@example.net,evanchan,2005-06-20,Davidmouth,2024-02-07,2025-02-06,Visa,Auto-renew,Regular,['Electronics'],['Horror'],['Smart TV'],High,4.4,8,365,20,349,True,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0
1103,Nicole Mitchell,wbaker@example.net,wbaker,1945-10-14,Port John,2024-02-16,2025-02-15,Amex,Manual,Regular,['Clothing'],['Sci-Fi'],['Smart TV'],Medium,4.0,0,365,80,340,False,True,False,True,0,0,0,1,0,0,0,0,0,1,0,0
1104,Jill Alexander,hmercado@example.com,hmercado,1949-11-10,Lisatown,2024-01-09,2025-01-08,Amex,Auto-renew,Occasional,['Electronics'],['Romance'],['Smart TV'],High,4.0,1,365,76,378,False,True,True,False,0,0,0,1,0,0,0,0,0,0,1,1
1105,Cody Stone,prose@example.com,prose,1963-05-19,Jacobtown,2024-01-30,2025-01-29,Mastercard,Manual,Occasional,['Books'],['Romance'],['Smartphone'],Medium,4.3,0,365,62,357,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
1106,Heather Ward,kingmaria@example.net,kingmaria,1973-10-08,Morrisshire,2024-03-04,2025-03-04,Visa,Auto-renew,Occasional,['Electronics'],['Sci-Fi'],['Smartphone'],High,4.1,4,365,52,323,True,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0
1107,Kyle Johnson,jodihanson@example.org,jodihanson,2002-04-22,Mcgeeshire,2024-02-22,2025-02-21,Mastercard,Manual,Regular,['Electronics'],['Romance'],['Smartphone'],High,3.6,10,365,23,334,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
1108,Dale Cooley,ejensen@example.org,ejensen,1948-07-06,Danielleborough,2024-01-11,2025-01-10,Amex,Manual,Frequent,['Books'],['Horror'],['Smartphone'],Low,4.7,5,365,77,376,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,1
1109,Megan Morgan,ashley76@example.com,ashley76,1989-12-05,Jacksonborough,2024-01-16,2025-01-15,Mastercard,Auto-renew,Frequent,['Books'],['Romance'],['Tablet'],High,4.5,5,365,36,371,True,False,False,True,0,0,1,0,0,0,0,0,0,0,1,1
1110,Angela Duncan,maria76@example.net,maria76,1944-10-20,Larsonborough,2024-04-11,2025-04-11,Visa,Manual,Occasional,['Books'],['Romance'],['Tablet'],High,4.2,10,365,81,285,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
1111,Katherine Savage,michaelnelson@example.org,michaelnelson,1993-08-27,New Linda,2024-01-05,2025-01-04,Mastercard,Manual,Regular,['Books'],['Romance'],['Tablet'],High,3.1,8,365,32,382,False,True,True,False,0,0,1,0,0,0,0,0,0,0,1,1
1112,William Bates,lpadilla@example.net,lpadilla,1960-06-21,Alexisside,2024-01-30,2025-01-29,Amex,Auto-renew,Frequent,['Clothing'],['Romance'],['Smartphone'],Low,3.2,0,365,65,357,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
1113,Katie Rice,william10@example.net,william10,1981-05-25,Vangbury,2024-03-14,2025-03-14,Visa,Manual,Regular,['Clothing'],['Action'],['Smartphone'],High,4.1,10,365,44,313,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0
1114,Heidi Greer,valenciajoseph@example.org,valenciajoseph,1975-01-23,Greenburgh,2024-03-09,2025-03-09,Visa,Auto-renew,Frequent,['Clothing'],['Documentary'],['Smart TV'],Low,4.1,8,365,50,318,True,False,True,False,0,0,0,1,1,0,0,0,0,0,0,0
1115,Benjamin Simmons,boyersheri@example.com,boyersheri,1952-10-23,Mccartyview,2024-03-09,2025-03-09,Amex,Auto-renew,Frequent,['Electronics'],['Documentary'],['Smart TV'],High,4.9,1,365,73,318,False,True,True,False,0,0,0,1,1,0,0,0,0,0,0,0
1116,Richard Simpson,christina08@example.net,christina08,1962-07-05,North Christina,2024-02-01,2025-01-31,Amex,Manual,Occasional,['Books'],['Documentary'],['Tablet'],High,3.4,8,365,63,355,False,True,False,True,0,0,1,0,1,0,0,0,0,0,0,0
1117,Johnathan Garcia,daniel93@example.com,daniel93,1999-05-12,Hurleyville,2024-02-03,2025-02-02,Mastercard,Manual,Frequent,['Electronics'],['Romance'],['Tablet'],High,4.0,10,365,26,353,True,False,False,True,0,0,1,0,0,0,0,0,0,0,1,0
1118,Jacqueline Robinson,kevinholt@example.com,kevinholt,1936-05-06,Suzannemouth,2024-01-05,2025-01-04,Visa,Manual,Occasional,['Electronics'],['Comedy'],['Smartphone'],High,4.9,5,365,89,382,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,1
1119,Blake Welch,aroberts@example.net,aroberts,1992-03-27,Lake Corybury,2024-03-18,2025-03-18,Visa,Auto-renew,Regular,['Books'],['Drama'],['Tablet'],Low,3.1,5,365,33,309,False,True,True,False,0,0,1,0,0,0,0,0,1,0,0,0
1120,Erik Williams,qmiller@example.net,qmiller,1957-04-15,Jimeneztown,2024-02-21,2025-02-20,Visa,Auto-renew,Regular,['Electronics'],['Horror'],['Smart TV'],High,4.0,3,365,68,335,True,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0
1121,Laura Ross,bfoster@example.net,bfoster,1944-08-15,Armstrongberg,2024-04-13,2025-04-13,Amex,Manual,Frequent,['Electronics'],['Drama'],['Smartphone'],High,4.6,1,365,81,283,True,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0
1122,Patrick Carter,andrew42@example.net,andrew42,1969-07-30,Angelahaven,2024-01-17,2025-01-16,Mastercard,Auto-renew,Frequent,['Books'],['Comedy'],['Smart TV'],Medium,3.1,10,365,56,370,True,False,False,True,0,0,0,1,0,0,1,0,0,0,0,1
1123,Luis Mccoy,wilcoxkara@example.com,wilcoxkara,1953-11-19,Silvaton,2024-03-02,2025-03-02,Visa,Manual,Frequent,['Books'],['Horror'],['Smartphone'],Medium,3.5,5,365,72,325,True,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0
1124,Samuel James,julie98@example.net,julie98,1965-11-05,East Robert,2024-01-19,2025-01-18,Mastercard,Auto-renew,Frequent,['Electronics'],['Romance'],['Tablet'],High,4.5,3,365,60,368,True,False,False,True,0,0,1,0,0,0,0,0,0,0,1,1
1125,James Moody,michele73@example.com,michele73,1995-06-29,East Sarahborough,2024-03-02,2025-03-02,Mastercard,Auto-renew,Occasional,['Clothing'],['Sci-Fi'],['Tablet'],High,4.4,1,365,30,325,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0
1126,Crystal Horton,bkirby@example.net,bkirby,2003-04-24,Amyview,2024-01-12,2025-01-11,Mastercard,Auto-renew,Occasional,['Electronics'],['Action'],['Smartphone'],Low,4.3,9,365,22,375,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,1
1127,Larry Bass,greese@example.net,greese,1949-06-03,Lake Samantha,2024-02-05,2025-02-04,Visa,Manual,Regular,['Books'],['Horror'],['Tablet'],Low,3.9,1,365,76,351,False,True,False,True,0,0,1,0,0,1,0,0,0,0,0,0
1128,Dennis Davis,isimmons@example.org,isimmons,1938-07-05,Johnfort,2024-01-30,2025-01-29,Mastercard,Manual,Occasional,['Books'],['Romance'],['Tablet'],Low,3.1,7,365,87,357,True,False,True,False,0,0,1,0,0,0,0,0,0,0,1,0
